0.8      -0.00968363187517      -0.0310786042779      0.821152488      0.00358
0.81      -0.00984083851715      -0.0324749971458      0.824309236386      0.00381
0.82      -0.00999989859637      -0.0339572387733      0.827284647002      0.00399
0.83      -0.0101625135161      -0.0355383781071      0.830024738285      0.00429
0.84      -0.0103303924506      -0.0372329306039      0.832481125216      0.00454
0.85      -0.0105042680623      -0.0390534088215      0.834578597034      0.00486
0.86      -0.0106845758019      -0.0410125535998      0.836239240775      0.00524
0.87      -0.0108711892192      -0.0431222631197      0.837358068829      0.0056
0.88      -0.0110674685745      -0.0454099892451      0.837927603838      0.00603
0.89      -0.0112671436462      -0.0478656843806      0.837763211613      0.00645
0.9      -0.0114726175442      -0.050515430407      0.836835950222      0.00689
0.91      -0.0116814788544      -0.0533665511209      0.835012119621      0.00782
0.92      -0.0118899253371      -0.0564200653401      0.832184921445      0.00939
0.93      -0.0120939082937      -0.059674954784      0.828308069787      0.01413
0.94      -0.0122943731251      -0.0631545602037      0.823383281566      0.01771
0.95      -0.0124872930052      -0.0668582731261      0.817283050012      0.02101
0.96      -0.012667899252      -0.0707797207208      0.809990367427      0.02445
0.97      -0.0128254499164      -0.0748748248058      0.801470438246      0.02811
0.98      -0.0129638651289      -0.0791790690307      0.791758982402      0.03215
0.99      -0.0130922072473      -0.0837657843632      0.780873804761      0.03586
1.0      -0.0132028107844      -0.0886082509348      0.768826800612      0.03989
1.01      -0.0132876370587      -0.0936689668069      0.755652548312      0.04478
1.02      -0.0133379979747      -0.0988950355487      0.74119579129      0.04945
1.03      -0.0133508386136      -0.104263574773      0.725472907897      0.05449
1.04      -0.0133365747505      -0.109855262471      0.708662589772      0.06018
1.05      -0.0132896497763      -0.115627737928      0.690707769558      0.06598
1.06      -0.0132096896719      -0.121573481844      0.671726852897      0.0717
1.07      -0.0131104870469      -0.127818653337      0.651740665891      0.07719
1.08      -0.0129902414914      -0.134356312689      0.630810375813      0.08389
1.09      -0.0128175496613      -0.140848314229      0.609013471033      0.08984
1.1      -0.0126146890341      -0.147493432216      0.58652484428      0.09636
1.11      -0.0123864322461      -0.154325667208      0.563405248308      0.10238
1.12      -0.0121522503623      -0.161581881233      0.53987127358      0.10898
1.13      -0.0118871431051      -0.168930049784      0.515947894608      0.11645
1.14      -0.0116044721958      -0.17652177808      0.491764857723      0.12374
1.15      -0.0112976551653      -0.184227580323      0.467522820767      0.13079
1.16      -0.0109872318445      -0.192352278298      0.443305956741      0.13817
1.17      -0.0106701680901      -0.200849638268      0.419296381901      0.14579
1.18      -0.0103516044659      -0.209818824903      0.395515548658      0.15344
1.19      -0.010038060219      -0.219415597435      0.371982357632      0.1616
1.2      -0.00972130457393      -0.229490282619      0.348870392001      0.16972
