0.8     0.300054485037     0.945342527626     0.00318
0.81     0.293742547171     0.914981305311     0.00359
0.82     0.279793351991     1.010346923     0.00933
0.83     0.277802918088     0.858773859346     0.00551
0.84     0.277143116213     0.946927361857     0.00198
0.85     0.258215746426     0.931799634525     0.01045
0.86     0.250616341119     0.917796424368     0.00613
0.87     0.246949236012     0.971118987215     0.00454
0.88     0.238477226373     1.00813463283     0.0049
0.89     0.22383259519     0.960064012046     0.00708
0.9     0.208564884305     0.997857978375     0.00796
0.91     0.209716459025     0.93997058719     0.00991
0.92     0.196196878926     0.997435243518     0.01229
0.93     0.191533059396     0.98712037059     0.01506
0.94     0.186529324431     1.01139154149     0.01519
0.95     0.17021184554     0.951836037687     0.02081
0.96     0.164436760674     0.879431214655     0.02297
0.97     0.159814688127     0.937264474314     0.0266
0.98     0.148899885516     0.853632317779     0.03459
0.99     0.146564007073     0.872144111054     0.03157
1.0     0.139132968134     0.890661261474     0.04555
1.01     0.127441883625     0.874685476717     0.04473
1.02     0.122165734446     0.808376786625     0.04919
1.03     0.124277148351     0.965554506862     0.03826
1.04     0.110208648578     0.860183909151     0.05377
1.05     0.107240566095     0.814852067835     0.06789
1.06     0.100055690683     0.735033976157     0.07597
1.07     0.0900008077033     0.708514812623     0.07462
1.08     0.0841626531859     0.701872682288     0.06981
1.09     0.0767502469101     0.620972686391     0.08364
1.1     0.0759554674295     0.669966847626     0.08413
1.11     0.0668079707464     0.575598550765     0.10991
1.12     0.0664028130817     0.612898690482     0.10288
1.13     0.0590736088996     0.518073123496     0.12824
1.14     0.0547063495496     0.54198898515     0.11598
1.15     0.0489015517032     0.482005411764     0.10693
1.16     0.0500389978383     0.531391318421     0.13827
1.17     0.0434290253861     0.454562077746     0.14097
1.18     0.0420665870868     0.461391349981     0.1506
1.19     0.0405630720694     0.494986671138     0.14509
1.2     0.0344386197148     0.389349890961     0.19705
